income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,dti_ratio,total_assets,asset_coverage,affordability_index
7600000,27800000,6,447,1300000,700000,20100000,10900000,1,3.6578947368421053,33000000,1.1870503597122302,1.6402877697841727
1200000,4600000,6,757,1900000,200000,4800000,1500000,0,3.8333333333333335,8400000,1.826086956521739,1.565217391304348
2700000,10400000,2,723,2800000,700000,10300000,1400000,0,3.8518518518518516,15200000,1.4615384615384615,0.5192307692307693
4600000,10900000,12,463,1200000,1200000,10900000,6600000,1,2.369565217391304,19900000,1.8256880733944953,5.064220183486238
6900000,18700000,10,699,12800000,5700000,21200000,5200000,0,2.710144927536232,44900000,2.4010695187165774,3.6898395721925135
8400000,25200000,2,308,8100000,9300000,27700000,10500000,0,3.0,55600000,2.2063492063492065,0.6666666666666666
300000,500000,18,702,300000,400000,1200000,100000,0,1.6666666666666667,2000000,4.0,10.8
9500000,37500000,4,456,10200000,16800000,34100000,12900000,0,3.9473684210526314,74000000,1.9733333333333334,1.0133333333333334
1900000,5900000,8,651,700000,2100000,6200000,1500000,0,3.1052631578947367,10500000,1.7796610169491525,2.5762711864406778
4200000,14500000,20,840,4500000,5900000,8900000,4600000,0,3.4523809523809526,23900000,1.6482758620689655,5.793103448275862
2200000,7900000,18,848,5100000,1700000,8500000,1600000,0,3.590909090909091,16900000,2.1392405063291138,5.012658227848101
7100000,19700000,4,727,7700000,12900000,23600000,5800000,0,2.7746478873239435,50000000,2.5380710659898478,1.4416243654822336
3500000,11600000,10,335,6300000,5200000,10300000,2300000,1,3.3142857142857145,24100000,2.0775862068965516,3.0172413793103448
400000,800000,18,304,900000,500000,1400000,400000,1,2.0,3200000,4.0,9.0
8800000,34400000,2,712,10500000,12500000,29300000,5900000,0,3.909090909090909,58200000,1.691860465116279,0.5116279069767442
1800000,6600000,10,737,5000000,2000000,6000000,1500000,0,3.6666666666666665,14500000,2.196969696969697,2.727272727272727
7600000,29300000,14,690,13900000,4000000,30000000,9100000,0,3.8552631578947367,57000000,1.9453924914675769,3.631399317406143
1000000,3200000,4,888,2000000,1500000,2200000,1300000,0,3.2,7000000,2.1875,1.25
8200000,27200000,10,839,9200000,6400000,25500000,6000000,0,3.317073170731707,47100000,1.7316176470588236,3.014705882352941
3600000,12400000,8,333,8800000,1000000,10700000,4000000,1,3.4444444444444446,24500000,1.9758064516129032,2.3225806451612905
9400000,23700000,18,862,21500000,3500000,22400000,5600000,0,2.521276595744681,53000000,2.2362869198312234,7.139240506329114
2600000,9100000,4,309,6400000,1400000,5900000,3400000,0,3.5,17100000,1.879120879120879,1.1428571428571428
9500000,30700000,10,823,16300000,3700000,30300000,13100000,0,3.231578947368421,63400000,2.0651465798045603,3.0944625407166124
3500000,11700000,14,649,2700000,700000,11400000,4800000,0,3.342857142857143,19600000,1.6752136752136753,4.188034188034188
9800000,35700000,10,726,9400000,18900000,31200000,12000000,0,3.642857142857143,71500000,2.0028011204481793,2.7450980392156863
800000,3100000,18,712,400000,700000,1900000,1100000,0,3.875,4100000,1.3225806451612903,4.645161290322581
9700000,37300000,20,701,12100000,16200000,24100000,10500000,0,3.845360824742268,62900000,1.6863270777479893,5.201072386058981
6200000,21300000,12,655,6500000,11600000,19200000,5000000,0,3.435483870967742,42300000,1.9859154929577465,3.492957746478873
4400000,16600000,18,385,800000,5300000,13400000,5100000,1,3.772727272727273,24600000,1.4819277108433735,4.771084337349397
1800000,3800000,4,777,5100000,2700000,4600000,1400000,0,2.111111111111111,13800000,3.6315789473684212,1.894736842105263
1700000,5300000,14,696,300000,700000,4500000,800000,0,3.1176470588235294,6300000,1.1886792452830188,4.490566037735849
3900000,14100000,16,496,2500000,2200000,13700000,2900000,1,3.6153846153846154,21300000,1.5106382978723405,4.425531914893617
2200000,7900000,6,659,3400000,1800000,8600000,2400000,0,3.590909090909091,16200000,2.050632911392405,1.670886075949367
6300000,17700000,2,542,16800000,900000,16400000,5300000,1,2.8095238095238093,39400000,2.225988700564972,0.711864406779661
2200000,8700000,18,729,3900000,3300000,7600000,1300000,0,3.9545454545454546,16100000,1.8505747126436782,4.551724137931035
8100000,28400000,6,744,20300000,10500000,21800000,7700000,0,3.506172839506173,60300000,2.1232394366197185,1.711267605633803
6800000,17000000,2,749,18000000,3800000,27100000,9400000,0,2.5,58300000,3.429411764705882,0.8
4700000,14800000,20,755,12300000,5000000,15400000,3700000,0,3.148936170212766,36400000,2.4594594594594597,6.351351351351352
2200000,5300000,2,506,1600000,1700000,5800000,2800000,1,2.409090909090909,11900000,2.2452830188679247,0.8301886792452831
3500000,13000000,6,391,6100000,3500000,13300000,4300000,1,3.7142857142857144,27200000,2.0923076923076924,1.6153846153846154
3500000,11600000,10,898,3100000,2700000,9000000,4500000,0,3.3142857142857145,19300000,1.6637931034482758,3.0172413793103448
500000,1500000,12,527,100000,600000,1100000,200000,1,3.0,2000000,1.3333333333333333,4.0
9900000,35800000,20,470,9500000,18400000,39100000,14700000,1,3.6161616161616164,81700000,2.282122905027933,5.5307262569832405
8400000,25000000,12,694,5300000,14900000,23000000,7700000,0,2.9761904761904763,50900000,2.036,4.032
5000000,18800000,14,325,13100000,5700000,12800000,4300000,1,3.76,35900000,1.9095744680851063,3.723404255319149
5500000,13400000,10,880,300000,800000,19900000,2800000,0,2.4363636363636365,23800000,1.7761194029850746,4.104477611940299
3000000,11900000,14,459,6000000,4800000,11700000,4200000,1,3.966666666666667,26700000,2.2436974789915967,3.5294117647058822
9400000,21400000,10,323,5100000,15500000,29600000,11300000,1,2.276595744680851,61500000,2.8738317757009346,4.392523364485982
7600000,29000000,8,739,22100000,8100000,22100000,8800000,0,3.8157894736842106,61100000,2.106896551724138,2.0965517241379312
5500000,16300000,10,724,11900000,1500000,11900000,6200000,0,2.963636363636364,31500000,1.9325153374233128,3.374233128834356
3100000,7400000,18,487,8400000,1200000,9200000,4500000,1,2.3870967741935485,23300000,3.1486486486486487,7.54054054054054
7700000,27700000,4,439,13900000,7500000,27100000,6200000,0,3.5974025974025974,54700000,1.9747292418772564,1.111913357400722
9800000,25400000,2,655,19900000,4600000,21300000,7900000,0,2.5918367346938775,53700000,2.1141732283464565,0.7716535433070866
3200000,9200000,14,443,3300000,1100000,7200000,4500000,1,2.875,16100000,1.75,4.869565217391305
700000,2600000,20,489,100000,200000,2400000,900000,1,3.7142857142857144,3600000,1.3846153846153846,5.384615384615385
3100000,8600000,14,427,3100000,3800000,9900000,3700000,1,2.774193548387097,20500000,2.383720930232558,5.046511627906977
4500000,10500000,20,417,9800000,2000000,9600000,5800000,1,2.3333333333333335,27200000,2.5904761904761906,8.571428571428571
8900000,24800000,18,842,16200000,5000000,20000000,8100000,0,2.7865168539325844,49300000,1.9879032258064515,6.459677419354839
5900000,23200000,2,307,15500000,10000000,21100000,6300000,0,3.9322033898305087,52900000,2.2801724137931036,0.5086206896551724
1500000,4500000,18,428,4500000,1200000,5600000,1100000,1,3.0,12400000,2.7555555555555555,6.0
6300000,15200000,16,415,15500000,1800000,20700000,7900000,1,2.4126984126984126,45900000,3.0197368421052633,6.631578947368421
6500000,18200000,20,405,10400000,2800000,21300000,6700000,1,2.8,41200000,2.2637362637362637,7.142857142857143
8000000,31500000,18,683,10300000,7900000,30100000,9600000,0,3.9375,57900000,1.838095238095238,4.571428571428571
3300000,10600000,14,742,300000,600000,8400000,4500000,0,3.212121212121212,13800000,1.3018867924528301,4.3584905660377355
3900000,10000000,10,530,10900000,200000,12300000,1900000,1,2.5641025641025643,25300000,2.53,3.9
1600000,3500000,10,844,4500000,2200000,5200000,1600000,0,2.1875,13500000,3.857142857142857,4.571428571428571
3900000,13900000,18,715,5000000,5600000,9900000,2100000,0,3.5641025641025643,22600000,1.6258992805755397,5.0503597122302155
8000000,26300000,12,476,21700000,6600000,16400000,9000000,1,3.2875,53700000,2.041825095057034,3.650190114068441
2200000,4800000,6,721,1800000,100000,6900000,2200000,0,2.1818181818181817,11000000,2.2916666666666665,2.75
7600000,30300000,12,339,20400000,8000000,22200000,5800000,1,3.986842105263158,56400000,1.8613861386138615,3.00990099009901
2700000,6800000,6,461,4500000,2000000,8200000,1700000,1,2.5185185185185186,16400000,2.411764705882353,2.3823529411764706
6300000,23200000,12,556,7000000,8300000,24200000,5300000,0,3.6825396825396823,44800000,1.9310344827586208,3.2586206896551726
7700000,18700000,8,483,15100000,5600000,24600000,10200000,1,2.4285714285714284,55500000,2.9679144385026737,3.2941176470588234
4500000,17200000,18,406,4100000,6300000,13800000,3300000,1,3.8222222222222224,27500000,1.5988372093023255,4.709302325581396
9400000,24800000,14,513,24200000,18200000,37200000,7500000,1,2.6382978723404253,87100000,3.5120967741935485,5.306451612903226
4600000,12600000,16,574,3400000,6200000,15100000,3600000,0,2.739130434782609,28300000,2.246031746031746,5.841269841269841
5200000,15700000,6,692,3800000,7000000,12800000,5500000,0,3.019230769230769,29100000,1.8535031847133758,1.9872611464968155
8000000,29800000,18,867,17700000,14100000,22800000,9200000,0,3.725,63800000,2.140939597315436,4.832214765100671
9900000,38500000,2,875,19600000,2900000,20200000,6500000,0,3.888888888888889,49200000,1.277922077922078,0.5142857142857142
8500000,18600000,10,597,16600000,3200000,21000000,11600000,0,2.1882352941176473,52400000,2.817204301075269,4.56989247311828
4900000,12000000,20,513,14200000,8100000,18300000,4800000,1,2.4489795918367347,45400000,3.783333333333333,8.166666666666666
7000000,24200000,2,354,18200000,7000000,15900000,7900000,0,3.4571428571428573,49000000,2.024793388429752,0.5785123966942148
9600000,25900000,18,647,11800000,9900000,35600000,11500000,0,2.6979166666666665,68800000,2.6563706563706564,6.671814671814671
9700000,23700000,6,875,11500000,14400000,38100000,10400000,0,2.443298969072165,74400000,3.1392405063291138,2.4556962025316458
6200000,14300000,20,819,7500000,11700000,16700000,4300000,0,2.306451612903226,40200000,2.8111888111888113,8.671328671328672
4100000,9600000,10,521,11900000,7100000,14100000,4900000,1,2.341463414634146,38000000,3.9583333333333335,4.270833333333333
6100000,19900000,20,761,4500000,3700000,12700000,7100000,0,3.262295081967213,28000000,1.407035175879397,6.130653266331659
700000,1900000,18,572,1400000,1000000,2000000,300000,0,2.7142857142857144,4700000,2.473684210526316,6.63157894736842
6400000,24100000,12,571,19000000,11500000,13200000,7500000,0,3.765625,51200000,2.12448132780083,3.186721991701245
3800000,7800000,20,891,4600000,7000000,14300000,3300000,0,2.0526315789473686,29200000,3.7435897435897436,9.743589743589743
4900000,14800000,12,895,8600000,8200000,18300000,5200000,0,3.020408163265306,40300000,2.722972972972973,3.9729729729729732
2100000,6600000,20,580,3800000,4100000,6200000,2100000,0,3.142857142857143,16200000,2.4545454545454546,6.363636363636363
6200000,23400000,8,605,10000000,10800000,21800000,9200000,0,3.774193548387097,51800000,2.213675213675214,2.1196581196581197
1600000,5100000,8,705,2400000,800000,5100000,1900000,0,3.1875,10200000,2.0,2.5098039215686274
1300000,5000000,20,423,900000,800000,3900000,1600000,1,3.8461538461538463,7200000,1.44,5.2
7300000,22500000,2,846,9800000,4700000,20300000,5700000,0,3.0821917808219177,40500000,1.8,0.6488888888888888
2100000,5000000,4,542,700000,600000,6600000,3100000,1,2.380952380952381,11000000,2.2,1.68
600000,2400000,18,631,600000,300000,2100000,900000,0,4.0,3900000,1.625,4.5
7000000,24500000,18,318,4300000,1700000,16300000,3600000,1,3.5,25900000,1.0571428571428572,5.142857142857143
3000000,6800000,10,541,5800000,5700000,10700000,2900000,1,2.2666666666666666,25100000,3.6911764705882355,4.411764705882353
900000,2900000,20,782,0,1500000,3500000,800000,0,3.2222222222222223,5800000,2.0,6.206896551724138
9600000,35000000,2,888,12600000,6500000,37900000,5800000,0,3.6458333333333335,62800000,1.7942857142857143,0.5485714285714286
1500000,3600000,14,747,200000,1400000,3000000,1200000,0,2.4,5800000,1.6111111111111112,5.833333333333334
5000000,18900000,6,641,4300000,8500000,19600000,6700000,0,3.78,39100000,2.068783068783069,1.5873015873015872
500000,1700000,4,640,400000,700000,1300000,200000,0,3.4,2600000,1.5294117647058822,1.1764705882352942
7600000,28100000,12,324,12500000,8500000,19900000,11100000,1,3.6973684210526314,52000000,1.8505338078291815,3.2455516014234878
5500000,21200000,20,359,4200000,5300000,18600000,6400000,1,3.8545454545454545,34500000,1.6273584905660377,5.188679245283019
6600000,23300000,12,338,2400000,800000,18900000,9300000,1,3.5303030303030303,31400000,1.3476394849785407,3.3991416309012874
1400000,3200000,14,384,3100000,800000,3400000,2000000,1,2.2857142857142856,9300000,2.90625,6.125
8800000,26600000,16,545,19100000,16600000,30400000,7600000,1,3.022727272727273,73700000,2.7706766917293235,5.293233082706767
6200000,24200000,18,610,10200000,7800000,19600000,8300000,0,3.903225806451613,45900000,1.896694214876033,4.6115702479338845
8300000,27900000,18,840,12600000,3500000,19100000,9200000,0,3.36144578313253,44400000,1.5913978494623655,5.354838709677419
2400000,8100000,6,630,5100000,2900000,9100000,2300000,0,3.375,19400000,2.3950617283950617,1.7777777777777777
9100000,31200000,4,508,12800000,11700000,31100000,7800000,0,3.4285714285714284,63400000,2.032051282051282,1.1666666666666667
9500000,34900000,4,535,800000,14100000,25600000,14000000,0,3.6736842105263157,54500000,1.5616045845272206,1.0888252148997135
1200000,3400000,20,717,3100000,1500000,2500000,900000,0,2.8333333333333335,8000000,2.3529411764705883,7.0588235294117645
7700000,19300000,8,735,1200000,1900000,23800000,10400000,0,2.5064935064935066,37300000,1.932642487046632,3.1917098445595853
7800000,22000000,20,528,5800000,8800000,24700000,4900000,1,2.8205128205128207,44200000,2.0090909090909093,7.090909090909091
9400000,20000000,4,350,3300000,1400000,37200000,4700000,1,2.127659574468085,46600000,2.33,1.88
1700000,5700000,12,422,3400000,1100000,6500000,900000,1,3.3529411764705883,11900000,2.087719298245614,3.5789473684210527
4000000,13700000,6,496,-100000,1400000,15800000,3700000,1,3.425,20800000,1.5182481751824817,1.751824817518248
4200000,15500000,18,794,7300000,700000,13400000,2200000,0,3.6904761904761907,23600000,1.5225806451612902,4.877419354838709
2400000,7700000,6,719,6000000,1700000,6700000,1600000,0,3.2083333333333335,16000000,2.0779220779220777,1.8701298701298703
2700000,6100000,14,630,3900000,2800000,10600000,2300000,0,2.259259259259259,19600000,3.2131147540983607,6.196721311475409
600000,1800000,4,843,1400000,300000,1700000,400000,0,3.0,3800000,2.111111111111111,1.3333333333333333
4600000,15600000,2,764,7700000,1500000,16000000,5800000,0,3.391304347826087,31000000,1.9871794871794872,0.5897435897435898
7200000,17700000,4,662,13100000,11500000,16300000,5300000,0,2.4583333333333335,46200000,2.610169491525424,1.6271186440677967
4700000,15500000,16,311,12800000,200000,17500000,2700000,1,3.297872340425532,33200000,2.141935483870968,4.851612903225806
4300000,10100000,2,606,9900000,1800000,8900000,5500000,0,2.3488372093023258,26100000,2.5841584158415842,0.8514851485148515
4700000,10200000,16,874,10800000,7700000,11100000,7000000,0,2.1702127659574466,36600000,3.588235294117647,7.372549019607843
8700000,30000000,4,370,17600000,15600000,34600000,12100000,0,3.4482758620689653,79900000,2.6633333333333336,1.16
7000000,20500000,10,414,19700000,7500000,20700000,5100000,1,2.9285714285714284,53000000,2.5853658536585367,3.4146341463414633
600000,1100000,10,800,1200000,200000,2300000,900000,0,1.8333333333333333,4600000,4.181818181818182,5.454545454545454
6800000,16900000,12,779,13800000,10200000,23400000,4400000,0,2.485294117647059,51800000,3.06508875739645,4.828402366863906
6400000,14100000,20,553,11700000,4500000,20000000,3600000,0,2.203125,39800000,2.8226950354609928,9.078014184397164
7600000,29900000,18,445,4800000,13900000,18400000,5700000,1,3.9342105263157894,42800000,1.431438127090301,4.575250836120402
9000000,21400000,8,496,16400000,7300000,31800000,12500000,1,2.3777777777777778,68000000,3.177570093457944,3.364485981308411
2400000,5900000,10,650,5100000,3700000,5300000,2300000,0,2.4583333333333335,16400000,2.7796610169491527,4.067796610169491
6800000,17900000,6,783,20000000,9800000,23600000,5500000,0,2.6323529411764706,58900000,3.2905027932960893,2.2793296089385473
3500000,13500000,10,535,3100000,5700000,12500000,3100000,1,3.857142857142857,24400000,1.8074074074074074,2.5925925925925926
8900000,34000000,20,415,13500000,3100000,33600000,12800000,1,3.8202247191011236,63000000,1.8529411764705883,5.235294117647059
6000000,15300000,8,709,8900000,1700000,16400000,3500000,0,2.55,30500000,1.9934640522875817,3.1372549019607843
700000,2500000,14,819,1600000,1000000,2100000,900000,0,3.5714285714285716,5600000,2.24,3.92
6800000,17300000,18,841,10500000,8600000,16000000,8700000,0,2.5441176470588234,43800000,2.531791907514451,7.07514450867052
5300000,10700000,12,700,15800000,1900000,20500000,2900000,0,2.018867924528302,41100000,3.8411214953271027,5.94392523364486
1400000,4200000,4,881,2800000,1200000,5100000,1300000,0,3.0,10400000,2.4761904761904763,1.3333333333333333
1400000,4600000,4,804,1900000,2200000,5200000,700000,0,3.2857142857142856,10000000,2.1739130434782608,1.2173913043478262
9200000,21700000,6,653,22700000,4600000,29400000,8600000,0,2.358695652173913,65300000,3.0092165898617513,2.543778801843318
7900000,29200000,2,663,19600000,12100000,28600000,10100000,0,3.6962025316455698,70400000,2.410958904109589,0.541095890410959
4500000,17500000,10,495,10300000,3500000,9700000,6200000,1,3.888888888888889,29700000,1.697142857142857,2.5714285714285716
3800000,9800000,8,335,100000,5100000,14200000,1800000,1,2.5789473684210527,21200000,2.163265306122449,3.1020408163265305
1500000,4900000,6,618,3400000,1000000,3200000,900000,0,3.2666666666666666,8500000,1.7346938775510203,1.836734693877551
1200000,2400000,12,480,3000000,100000,3100000,1700000,1,2.0,7900000,3.2916666666666665,6.0
1700000,4900000,18,843,4800000,2200000,6200000,1800000,0,2.8823529411764706,15000000,3.061224489795918,6.244897959183673
5200000,14100000,16,483,11800000,800000,19200000,2700000,1,2.7115384615384617,34500000,2.4468085106382977,5.900709219858156
1600000,5100000,12,548,2200000,2700000,3600000,800000,1,3.1875,9300000,1.8235294117647058,3.764705882352941
6600000,16000000,16,379,6500000,12600000,24700000,4500000,1,2.4242424242424243,48300000,3.01875,6.6
9400000,26600000,20,771,10200000,12600000,36900000,11700000,0,2.8297872340425534,71400000,2.6842105263157894,7.067669172932331
300000,500000,2,353,600000,100000,1200000,400000,1,1.6666666666666667,2300000,4.6,1.2
4600000,11500000,16,668,6500000,3100000,10200000,5500000,0,2.5,25300000,2.2,6.4
6100000,21300000,2,387,7100000,3100000,16300000,4100000,0,3.4918032786885247,30600000,1.4366197183098592,0.5727699530516432
1500000,4100000,12,789,3600000,1600000,5800000,1300000,0,2.7333333333333334,12300000,3.0,4.390243902439024
400000,900000,2,855,-100000,500000,1300000,400000,0,2.25,2100000,2.3333333333333335,0.8888888888888888
8700000,33600000,14,751,7100000,13700000,22800000,7000000,0,3.8620689655172415,50600000,1.505952380952381,3.625
7000000,21600000,12,739,1600000,7600000,24500000,8400000,0,3.085714285714286,42100000,1.9490740740740742,3.888888888888889
4700000,13100000,14,492,1000000,4500000,14100000,6400000,1,2.7872340425531914,26000000,1.984732824427481,5.022900763358779
7600000,23800000,16,896,3700000,4500000,15400000,6400000,0,3.1315789473684212,30000000,1.2605042016806722,5.109243697478991
9200000,24500000,4,545,25700000,0,20600000,13300000,1,2.6630434782608696,59600000,2.4326530612244897,1.5020408163265306
9400000,36800000,20,891,13900000,16600000,19300000,8900000,0,3.9148936170212765,58700000,1.5951086956521738,5.108695652173913
4800000,15100000,6,848,1300000,300000,18800000,3500000,0,3.1458333333333335,23900000,1.5827814569536425,1.9072847682119207
600000,2400000,12,884,600000,800000,1400000,600000,0,4.0,3400000,1.4166666666666667,3.0
4900000,14300000,14,439,10300000,5600000,17400000,5100000,1,2.9183673469387754,38400000,2.6853146853146854,4.797202797202797
3300000,8500000,12,586,7500000,5100000,7800000,3900000,0,2.5757575757575757,24300000,2.8588235294117648,4.658823529411764
9100000,18800000,20,308,14500000,10200000,20500000,4800000,1,2.065934065934066,50000000,2.6595744680851063,9.680851063829786
6100000,23500000,16,300,300000,700000,22800000,4800000,1,3.8524590163934427,28600000,1.2170212765957447,4.153191489361702
8400000,19600000,2,741,21500000,200000,18700000,8300000,0,2.3333333333333335,48700000,2.4846938775510203,0.8571428571428571
7900000,31400000,8,698,16500000,11400000,28700000,5100000,0,3.9746835443037973,61700000,1.964968152866242,2.0127388535031847
6100000,22300000,10,733,12100000,9700000,17200000,5600000,0,3.6557377049180326,44600000,2.0,2.7354260089686098
2000000,4200000,16,571,1700000,3900000,5800000,1300000,0,2.1,12700000,3.0238095238095237,7.619047619047619
9900000,29900000,20,490,10500000,9100000,27100000,7400000,1,3.0202020202020203,54100000,1.8093645484949832,6.622073578595318
9500000,25400000,16,451,19000000,2900000,33800000,11400000,1,2.6736842105263157,67100000,2.641732283464567,5.984251968503937
1900000,6800000,6,559,3600000,2200000,6200000,1200000,0,3.5789473684210527,13200000,1.9411764705882353,1.6764705882352942
6900000,21400000,10,577,12500000,2200000,14900000,6300000,0,3.101449275362319,35900000,1.6775700934579438,3.2242990654205608
1500000,5000000,4,613,4400000,1300000,5200000,2100000,0,3.3333333333333335,13000000,2.6,1.2
1900000,3800000,20,785,1000000,600000,6100000,1500000,0,2.0,9200000,2.4210526315789473,10.0
2300000,6000000,8,690,5500000,2900000,6000000,2000000,0,2.608695652173913,16400000,2.7333333333333334,3.066666666666667
7800000,17100000,14,351,19000000,7200000,19300000,7100000,1,2.1923076923076925,52600000,3.0760233918128654,6.385964912280702
400000,1000000,10,447,0,300000,900000,300000,1,2.5,1500000,1.5,4.0
9400000,19200000,20,708,21200000,16300000,23400000,13200000,0,2.0425531914893615,74100000,3.859375,9.791666666666666
9100000,21700000,12,549,25500000,11000000,34700000,12200000,1,2.3846153846153846,83400000,3.8433179723502304,5.032258064516129
9000000,18800000,8,797,4100000,9400000,22900000,7500000,0,2.088888888888889,43900000,2.3351063829787235,3.8297872340425534
7100000,14300000,14,537,13700000,10400000,18200000,6100000,1,2.0140845070422535,48400000,3.3846153846153846,6.951048951048951
800000,2500000,12,828,1700000,0,1500000,700000,0,3.125,3900000,1.56,3.84
4500000,9600000,14,471,3200000,7700000,11000000,3600000,1,2.1333333333333333,25500000,2.65625,6.5625
8500000,25400000,4,336,8500000,1200000,30600000,9000000,1,2.988235294117647,49300000,1.9409448818897639,1.3385826771653544
2500000,9800000,16,424,4700000,3200000,5800000,1300000,1,3.92,15000000,1.530612244897959,4.081632653061225
1500000,3300000,18,440,800000,2300000,3000000,1800000,1,2.2,7900000,2.393939393939394,8.181818181818182
6200000,17300000,8,583,3700000,3900000,13600000,3300000,0,2.7903225806451615,24500000,1.416184971098266,2.867052023121387
1300000,2900000,6,480,2900000,300000,2900000,1400000,1,2.230769230769231,7500000,2.586206896551724,2.689655172413793
6600000,25800000,10,670,4600000,7200000,20600000,8500000,0,3.909090909090909,40900000,1.5852713178294573,2.558139534883721
5300000,13700000,6,329,8800000,7600000,11200000,2800000,1,2.5849056603773586,30400000,2.218978102189781,2.321167883211679
1400000,3000000,6,754,3500000,2700000,5300000,1400000,0,2.142857142857143,12900000,4.3,2.8
2900000,7800000,18,588,400000,100000,11600000,4200000,0,2.689655172413793,16300000,2.08974358974359,6.6923076923076925
6500000,16500000,4,551,5300000,800000,18500000,7600000,0,2.5384615384615383,32200000,1.9515151515151514,1.5757575757575757
8300000,18900000,4,316,20200000,9700000,21300000,8200000,1,2.2771084337349397,59400000,3.142857142857143,1.7566137566137565
8900000,32200000,12,382,0,11300000,20500000,5400000,1,3.6179775280898876,37200000,1.15527950310559,3.3167701863354035
5300000,15000000,6,717,7000000,4100000,17100000,5300000,0,2.830188679245283,33500000,2.2333333333333334,2.12
2800000,7300000,6,676,3500000,2200000,5700000,3200000,0,2.607142857142857,14600000,2.0,2.3013698630136985
8000000,27800000,6,667,6000000,12600000,22500000,9900000,0,3.475,51000000,1.8345323741007193,1.7266187050359714
3900000,10500000,20,821,1600000,6300000,11000000,3900000,0,2.6923076923076925,22800000,2.1714285714285713,7.428571428571429
6200000,20100000,20,345,9300000,5900000,17400000,4100000,1,3.2419354838709675,36700000,1.8258706467661692,6.169154228855722
5900000,19200000,10,442,9500000,500000,18300000,4700000,1,3.2542372881355934,33000000,1.71875,3.0729166666666665
6000000,23300000,12,672,2000000,11300000,19600000,6400000,0,3.8833333333333333,39300000,1.6866952789699572,3.0901287553648067
9100000,29300000,2,508,19000000,5100000,31600000,11900000,0,3.21978021978022,67600000,2.3071672354948807,0.621160409556314
3400000,12300000,10,615,7000000,1600000,11400000,3500000,0,3.6176470588235294,23500000,1.910569105691057,2.7642276422764227
1800000,4400000,8,689,3200000,2500000,3800000,1600000,0,2.4444444444444446,11100000,2.522727272727273,3.272727272727273
300000,1200000,18,747,100000,0,700000,200000,1,4.0,1000000,0.8333333333333334,4.5
9000000,22800000,10,412,0,15600000,32000000,4700000,1,2.533333333333333,52300000,2.293859649122807,3.9473684210526314
6400000,16900000,2,703,6300000,7300000,15900000,7400000,0,2.640625,36900000,2.1834319526627217,0.757396449704142
5800000,22200000,16,884,1200000,4800000,19500000,8500000,0,3.8275862068965516,34000000,1.5315315315315314,4.18018018018018
2600000,8600000,18,651,1000000,100000,7800000,2600000,0,3.3076923076923075,11500000,1.3372093023255813,5.441860465116279
6600000,17300000,14,793,16700000,1400000,17500000,3900000,0,2.621212121212121,39500000,2.2832369942196533,5.341040462427745
6100000,21800000,4,407,9800000,100000,20200000,5800000,0,3.5737704918032787,35900000,1.646788990825688,1.1192660550458715
4100000,11100000,8,390,800000,3100000,10100000,3400000,1,2.707317073170732,17400000,1.5675675675675675,2.954954954954955
300000,1000000,12,469,600000,400000,700000,300000,1,3.3333333333333335,2000000,2.0,3.6
4700000,10400000,6,373,6800000,8600000,14300000,5400000,1,2.2127659574468086,35100000,3.375,2.7115384615384617
1500000,5800000,2,304,2400000,1600000,3300000,1400000,0,3.8666666666666667,8700000,1.5,0.5172413793103449
2700000,8300000,8,833,4600000,1300000,6800000,3300000,0,3.074074074074074,16000000,1.927710843373494,2.602409638554217
6900000,20900000,2,302,18700000,10700000,26900000,9200000,0,3.028985507246377,65500000,3.1339712918660285,0.6602870813397129
7600000,28700000,6,397,11000000,13200000,24600000,3800000,1,3.776315789473684,52600000,1.8327526132404182,1.588850174216028
4100000,10000000,6,891,4900000,300000,12600000,3600000,0,2.4390243902439024,21400000,2.14,2.46
4100000,12200000,2,457,700000,500000,14100000,4900000,1,2.975609756097561,20200000,1.6557377049180328,0.6721311475409836
1600000,3200000,16,657,200000,100000,5700000,1200000,0,2.0,7200000,2.25,8.0
400000,1400000,2,480,200000,700000,1600000,200000,0,3.5,2700000,1.9285714285714286,0.5714285714285714
4400000,17300000,20,840,3600000,5100000,12900000,2300000,0,3.9318181818181817,23900000,1.3815028901734103,5.086705202312139
3800000,8000000,12,866,6000000,600000,8400000,1900000,0,2.1052631578947367,16900000,2.1125,5.7
4300000,17000000,8,619,4100000,6600000,17100000,3900000,0,3.953488372093023,31700000,1.8647058823529412,2.023529411764706
9000000,33500000,2,748,7900000,9800000,25700000,11500000,0,3.7222222222222223,54900000,1.6388059701492537,0.5373134328358209
9500000,25500000,12,881,27000000,14100000,21600000,8900000,0,2.6842105263157894,71600000,2.8078431372549018,4.470588235294118
6900000,13900000,8,829,14300000,8100000,22400000,4600000,0,2.0144927536231885,49400000,3.553956834532374,3.971223021582734
4300000,11100000,6,312,4800000,3800000,10100000,3300000,1,2.5813953488372094,22000000,1.981981981981982,2.324324324324324
6600000,21400000,10,467,15200000,6000000,20300000,5200000,1,3.242424242424242,46700000,2.182242990654206,3.0841121495327104
5200000,14300000,18,650,5400000,2300000,17600000,3600000,0,2.75,28900000,2.020979020979021,6.545454545454545
